,County,County Code,Deaths sum,summed_crude_rate,summed_adjusted_rate
351,"Will County, IL",17197,52.0,7.52812551122487,7.177979522936188
353,"Winnebago County, IL",17201,28.0,9.908978950497572,
355,"Allen County, IN",18003,37.0,9.754837212858456,10.074668722748173
356,"Clark County, IN",18019,16.0,13.524707950837687,
357,"Delaware County, IN",18035,12.0,10.513865159679327,
358,"Elkhart County, IN",18039,17.0,8.238789188770046,
360,"Hamilton County, IN",18057,30.0,8.875450798938495,
361,"Johnson County, IN",18081,12.0,7.586917625041886,
363,"Lake County, IN",18089,37.0,7.6211191510485214,7.770552396731567
364,"La Porte County, IN",18091,12.0,10.920209668025626,
366,"Madison County, IN",18095,27.0,20.83831780750025,
368,"Marion County, IN",18097,92.0,9.537810160255944,9.822521810722769
369,"Morgan County, IN",18109,11.0,15.605271744527515,
371,"St. Joseph County, IN",18141,34.0,12.50800144209899,
372,"Tippecanoe County, IN",18157,13.0,6.641734616720822,
373,"Vanderburgh County, IN",18163,16.0,8.817807562372211,
374,"Black Hawk County, IA",19013,10.0,7.620324930655044,
376,"Linn County, IA",19113,31.0,13.674097730099778,
378,"Polk County, IA",19153,62.0,12.648905155652939,12.205084107297905
380,"Johnson County, KS",20091,61.0,10.126145208922297,9.794140843754542
381,"Reno County, KS",20155,11.0,17.742507822832994,
384,"Sedgwick County, KS",20173,74.0,14.339918068684332,14.339918068684332
385,"Shawnee County, KS",20177,19.0,10.742049469964664,
386,"Wyandotte County, KS",20209,11.0,6.6493782831305275,
388,"Fayette County, KY",21067,24.0,7.426845571124424,
390,"Hardin County, KY",21093,24.0,21.629805872492295,
393,"Jefferson County, KY",21111,106.0,13.8244580747225,13.205453005825676
394,"Kenton County, KY",21117,16.0,9.580953065306172,
395,"Bossier Parish, LA",22015,10.0,7.871598485504452,
396,"Caddo Parish, LA",22017,18.0,7.493630414147974,
398,"Calcasieu Parish, LA",22019,36.0,17.69598301185631,
400,"East Baton Rouge Parish, LA",22033,55.0,12.498324088360878,12.893008885207166
402,"Jefferson Parish, LA",22051,50.0,11.560880754139372,10.84724518688132
403,"Lafayette Parish, LA",22055,25.0,10.229551127296533,9.627813471286014
404,"Livingston Parish, LA",22063,11.0,7.813110399249941,
406,"Orleans Parish, LA",22071,29.0,7.433152887139108,
407,"Ouachita Parish, LA",22073,12.0,7.8288610964319965,
408,"Rapides Parish, LA",22079,15.0,11.56978896704924,
409,"St. Landry Parish, LA",22097,12.0,14.612050070624909,
411,"St. Tammany Parish, LA",22103,36.0,13.823876138069803,13.823876138069803
412,"Terrebonne Parish, LA",22109,11.0,9.958265813273462,
413,"Androscoggin County, ME",23001,11.0,10.159128900874608,
415,"Cumberland County, ME",23005,26.0,8.81346969352854,
416,"Somerset County, ME",23025,10.0,19.80825608113462,
418,"York County, ME",23031,32.0,15.411214548186534,
420,"Anne Arundel County, MD",24003,44.0,7.596239171043136,6.728097150469484
422,"Baltimore County, MD",24005,63.0,7.614489285325791,6.309148342788615
423,"Cecil County, MD",24015,10.0,9.72242477273832,
424,"Frederick County, MD",24021,10.0,3.8528667254870985,
426,"Harford County, MD",24025,22.0,8.61255632416096,
428,"Howard County, MD",24027,21.0,6.447849181737235,
431,"Montgomery County, MD",24031,47.0,4.473259426204544,
433,"Prince George's County, MD",24033,44.0,4.838743378344644,4.838743378344644
434,"Wicomico County, MD",24045,10.0,9.651671186866006,
436,"Baltimore city, MD",24510,39.0,6.571298589698226,
437,"Barnstable County, MA",25001,13.0,6.1035729376966055,
438,"Berkshire County, MA",25003,11.0,8.80394416698681,
439,"Bristol County, MA",25005,29.0,5.130772782842696,5.130772782842696
441,"Essex County, MA",25009,50.0,6.3368625433124555,
443,"Hampden County, MA",25013,33.0,7.075896494643762,
446,"Middlesex County, MA",25017,84.0,5.211891302284111,
447,"Norfolk County, MA",25021,31.0,4.386120052350465,3.9873817231732627
448,"Plymouth County, MA",25023,29.0,5.56406153468329,5.56406153468329
449,"Suffolk County, MA",25025,28.0,3.4829899478422255,3.1844479701073816
451,"Worcester County, MA",25027,58.0,6.982718974455288,6.7141530841621915
452,"Berrien County, MI",26021,12.0,7.82263479377579,
454,"Genesee County, MI",26049,43.0,10.596013434759358,10.456592105632796
456,"Ingham County, MI",26065,25.0,8.54975616095429,
457,"Jackson County, MI",26075,11.0,6.939625260235948,
459,"Kalamazoo County, MI",26077,22.0,8.299819667554496,
461,"Kent County, MI",26081,52.0,7.915306223409519,7.689154630506076
466,"Macomb County, MI",26099,132.0,15.103458692040476,
467,"Monroe County, MI",26115,10.0,6.64451827242525,
468,"Montcalm County, MI",26117,10.0,15.652391685449537,
472,"Oakland County, MI",26125,131.0,10.416799195918523,9.497669599441753
474,"Ottawa County, MI",26139,20.0,6.8533050063393075,
475,"Saginaw County, MI",26145,20.0,10.4965387663418,8.89706566211658
477,"St. Clair County, MI",26147,22.0,13.825348147403348,
479,"Washtenaw County, MI",26161,30.0,8.161022412887887,
